Date,River_Name,Water_Level_Meters,Danger_Mark_Meters
2015-04-01,Cauvery,1.56,12.0
2015-04-01,Palar,2.43,12.0
2015-04-01,Adyar,2.85,8.0
2015-04-01,Cooum,2.25,8.0
2015-04-01,Thamirabarani,3.11,12.0
2015-04-02,Cauvery,1.6,12.0
2015-04-02,Palar,2.82,12.0
2015-04-02,Adyar,2.06,8.0
2015-04-02,Cooum,2.12,8.0
2015-04-02,Thamirabarani,1.53,12.0
2015-04-03,Cauvery,1.75,12.0
2015-04-03,Palar,2.48,12.0
2015-04-03,Adyar,2.33,8.0
2015-04-03,Cooum,1.58,8.0
2015-04-03,Thamirabarani,2.43,12.0
2015-04-04,Cauvery,3.13,12.0
2015-04-04,Palar,2.71,12.0
2015-04-04,Adyar,3.01,8.0
2015-04-04,Cooum,1.6,8.0
2015-04-04,Thamirabarani,2.19,12.0
2015-04-05,Cauvery,2.84,12.0
2015-04-05,Palar,2.65,12.0
2015-04-05,Adyar,3.01,8.0
2015-04-05,Cooum,2.86,8.0
2015-04-05,Thamirabarani,2.03,12.0
2015-04-06,Cauvery,3.03,12.0
2015-04-06,Palar,3.19,12.0
2015-04-06,Adyar,3.14,8.0
2015-04-06,Cooum,1.92,8.0
2015-04-06,Thamirabarani,2.69,12.0
2015-04-07,Cauvery,3.07,12.0
2015-04-07,Palar,3.15,12.0
2015-04-07,Adyar,2.72,8.0
2015-04-07,Cooum,1.51,8.0
2015-04-07,Thamirabarani,3.02,12.0
2015-04-08,Cauvery,2.92,12.0
2015-04-08,Palar,1.59,12.0
2015-04-08,Adyar,1.89,8.0
2015-04-08,Cooum,3.03,8.0
2015-04-08,Thamirabarani,2.71,12.0
2015-04-09,Cauvery,1.8,12.0
2015-04-09,Palar,1.84,12.0
2015-04-09,Adyar,2.06,8.0
2015-04-09,Cooum,1.6,8.0
2015-04-09,Thamirabarani,2.1,12.0
2015-04-10,Cauvery,2.96,12.0
2015-04-10,Palar,1.96,12.0
2015-04-10,Adyar,2.53,8.0
2015-04-10,Cooum,1.57,8.0
2015-04-10,Thamirabarani,2.96,12.0
2015-04-11,Cauvery,2.27,12.0
2015-04-11,Palar,1.98,12.0
2015-04-11,Adyar,1.79,8.0
2015-04-11,Cooum,2.44,8.0
2015-04-11,Thamirabarani,2.74,12.0
2015-04-12,Cauvery,2.53,12.0
2015-04-12,Palar,1.5,12.0
2015-04-12,Adyar,2.14,8.0
2015-04-12,Cooum,2.63,8.0
2015-04-12,Thamirabarani,2.3,12.0
2015-04-13,Cauvery,2.07,12.0
2015-04-13,Palar,1.63,12.0
2015-04-13,Adyar,2.27,8.0
2015-04-13,Cooum,2.67,8.0
2015-04-13,Thamirabarani,1.53,12.0
2015-04-14,Cauvery,1.73,12.0
2015-04-14,Palar,2.56,12.0
2015-04-14,Adyar,2.35,8.0
2015-04-14,Cooum,2.29,8.0
2015-04-14,Thamirabarani,1.74,12.0
2015-04-15,Cauvery,1.72,12.0
2015-04-15,Palar,2.69,12.0
2015-04-15,Adyar,2.35,8.0
2015-04-15,Cooum,1.6,8.0
2015-04-15,Thamirabarani,2.9,12.0
2015-04-16,Cauvery,2.48,12.0
2015-04-16,Palar,2.11,12.0
2015-04-16,Adyar,3.08,8.0
2015-04-16,Cooum,1.94,8.0
2015-04-16,Thamirabarani,2.21,12.0
2015-04-17,Cauvery,1.91,12.0
2015-04-17,Palar,3.18,12.0
2015-04-17,Adyar,3.15,8.0
2015-04-17,Cooum,2.91,8.0
2015-04-17,Thamirabarani,3.01,12.0
2015-04-18,Cauvery,2.83,12.0
2015-04-18,Palar,2.83,12.0
2015-04-18,Adyar,1.84,8.0
2015-04-18,Cooum,1.55,8.0
2015-04-18,Thamirabarani,3.07,12.0
2015-04-19,Cauvery,2.04,12.0
2015-04-19,Palar,1.58,12.0
2015-04-19,Adyar,3.06,8.0
2015-04-19,Cooum,1.53,8.0
2015-04-19,Thamirabarani,2.26,12.0
2015-04-20,Cauvery,2.07,12.0
2015-04-20,Palar,1.82,12.0
2015-04-20,Adyar,2.44,8.0
2015-04-20,Cooum,2.46,8.0
2015-04-20,Thamirabarani,2.14,12.0
2015-04-21,Cauvery,2.02,12.0
2015-04-21,Palar,2.57,12.0
2015-04-21,Adyar,2.53,8.0
2015-04-21,Cooum,1.76,8.0
2015-04-21,Thamirabarani,2.14,12.0
2015-04-22,Cauvery,2.94,12.0
2015-04-22,Palar,2.9,12.0
2015-04-22,Adyar,2.08,8.0
2015-04-22,Cooum,2.03,8.0
2015-04-22,Thamirabarani,2.63,12.0
2015-04-23,Cauvery,2.67,12.0
2015-04-23,Palar,2.54,12.0
2015-04-23,Adyar,2.12,8.0
2015-04-23,Cooum,2.14,8.0
2015-04-23,Thamirabarani,2.6,12.0
2015-04-24,Cauvery,2.43,12.0
2015-04-24,Palar,3.15,12.0
2015-04-24,Adyar,2.37,8.0
2015-04-24,Cooum,2.25,8.0
2015-04-24,Thamirabarani,2.13,12.0
2015-04-25,Cauvery,1.97,12.0
2015-04-25,Palar,1.93,12.0
2015-04-25,Adyar,1.97,8.0
2015-04-25,Cooum,2.92,8.0
2015-04-25,Thamirabarani,1.68,12.0
2015-04-26,Cauvery,2.53,12.0
2015-04-26,Palar,1.87,12.0
2015-04-26,Adyar,2.8,8.0
2015-04-26,Cooum,3.08,8.0
2015-04-26,Thamirabarani,3.14,12.0
2015-04-27,Cauvery,2.12,12.0
2015-04-27,Palar,3.16,12.0
2015-04-27,Adyar,2.88,8.0
2015-04-27,Cooum,2.81,8.0
2015-04-27,Thamirabarani,2.15,12.0
2015-04-28,Cauvery,2.2,12.0
2015-04-28,Palar,1.65,12.0
2015-04-28,Adyar,3.04,8.0
2015-04-28,Cooum,1.55,8.0
2015-04-28,Thamirabarani,2.65,12.0
2015-04-29,Cauvery,2.53,12.0
2015-04-29,Palar,2.55,12.0
2015-04-29,Adyar,2.82,8.0
2015-04-29,Cooum,2.71,8.0
2015-04-29,Thamirabarani,1.82,12.0
2015-04-30,Cauvery,1.96,12.0
2015-04-30,Palar,1.87,12.0
2015-04-30,Adyar,2.55,8.0
2015-04-30,Cooum,1.63,8.0
2015-04-30,Thamirabarani,1.65,12.0
2015-05-01,Cauvery,2.63,12.0
2015-05-01,Palar,2.8,12.0
2015-05-01,Adyar,2.46,8.0
2015-05-01,Cooum,1.94,8.0
2015-05-01,Thamirabarani,1.9,12.0
2015-05-02,Cauvery,1.89,12.0
2015-05-02,Palar,1.86,12.0
2015-05-02,Adyar,2.7,8.0
2015-05-02,Cooum,1.8,8.0
2015-05-02,Thamirabarani,2.9,12.0
2015-05-03,Cauvery,1.75,12.0
2015-05-03,Palar,3.02,12.0
2015-05-03,Adyar,2.87,8.0
2015-05-03,Cooum,2.36,8.0
2015-05-03,Thamirabarani,2.1,12.0
2015-05-04,Cauvery,3.02,12.0
2015-05-04,Palar,2.5,12.0
2015-05-04,Adyar,1.92,8.0
2015-05-04,Cooum,3.2,8.0
2015-05-04,Thamirabarani,1.72,12.0
2015-05-05,Cauvery,1.52,12.0
2015-05-05,Palar,1.64,12.0
2015-05-05,Adyar,1.82,8.0
2015-05-05,Cooum,2.6,8.0
2015-05-05,Thamirabarani,2.97,12.0
2015-05-06,Cauvery,2.7,12.0
2015-05-06,Palar,2.54,12.0
2015-05-06,Adyar,2.5,8.0
2015-05-06,Cooum,2.43,8.0
2015-05-06,Thamirabarani,2.73,12.0
2015-05-07,Cauvery,1.65,12.0
2015-05-07,Palar,3.18,12.0
2015-05-07,Adyar,1.82,8.0
2015-05-07,Cooum,2.9,8.0
2015-05-07,Thamirabarani,2.09,12.0
2015-05-08,Cauvery,2.82,12.0
2015-05-08,Palar,3.08,12.0
2015-05-08,Adyar,2.0,8.0
2015-05-08,Cooum,1.8,8.0
2015-05-08,Thamirabarani,2.67,12.0
2015-05-09,Cauvery,1.79,12.0
2015-05-09,Palar,2.57,12.0
2015-05-09,Adyar,2.94,8.0
2015-05-09,Cooum,2.74,8.0
2015-05-09,Thamirabarani,2.87,12.0
2015-05-10,Cauvery,1.98,12.0
2015-05-10,Palar,2.28,12.0
2015-05-10,Adyar,1.76,8.0
2015-05-10,Cooum,2.36,8.0
2015-05-10,Thamirabarani,2.56,12.0
2015-05-11,Cauvery,1.96,12.0
2015-05-11,Palar,2.58,12.0
2015-05-11,Adyar,1.9,8.0
2015-05-11,Cooum,2.76,8.0
2015-05-11,Thamirabarani,2.66,12.0
2015-05-12,Cauvery,2.07,12.0
2015-05-12,Palar,2.53,12.0
2015-05-12,Adyar,2.2,8.0
2015-05-12,Cooum,2.72,8.0
2015-05-12,Thamirabarani,2.04,12.0
2015-05-13,Cauvery,2.2,12.0
2015-05-13,Palar,2.39,12.0
2015-05-13,Adyar,2.55,8.0
2015-05-13,Cooum,1.6,8.0
2015-05-13,Thamirabarani,3.18,12.0
2015-05-14,Cauvery,1.61,12.0
2015-05-14,Palar,1.54,12.0
2015-05-14,Adyar,1.97,8.0
2015-05-14,Cooum,1.92,8.0
2015-05-14,Thamirabarani,1.8,12.0
2015-05-15,Cauvery,2.04,12.0
2015-05-15,Palar,1.65,12.0
2015-05-15,Adyar,1.52,8.0
2015-05-15,Cooum,1.98,8.0
2015-05-15,Thamirabarani,3.09,12.0
2015-05-16,Cauvery,1.99,12.0
2015-05-16,Palar,2.7,12.0
2015-05-16,Adyar,2.23,8.0
2015-05-16,Cooum,1.59,8.0
2015-05-16,Thamirabarani,2.89,12.0
2015-05-17,Cauvery,2.66,12.0
2015-05-17,Palar,2.55,12.0
2015-05-17,Adyar,2.65,8.0
2015-05-17,Cooum,3.0,8.0
2015-05-17,Thamirabarani,2.79,12.0
2015-05-18,Cauvery,2.52,12.0
2015-05-18,Palar,3.18,12.0
2015-05-18,Adyar,1.71,8.0
2015-05-18,Cooum,1.58,8.0
2015-05-18,Thamirabarani,2.63,12.0
2015-05-19,Cauvery,2.09,12.0
2015-05-19,Palar,2.34,12.0
2015-05-19,Adyar,1.68,8.0
2015-05-19,Cooum,1.58,8.0
2015-05-19,Thamirabarani,2.13,12.0
2015-05-20,Cauvery,1.62,12.0
2015-05-20,Palar,1.89,12.0
2015-05-20,Adyar,1.76,8.0
2015-05-20,Cooum,2.25,8.0
2015-05-20,Thamirabarani,2.45,12.0
2015-05-21,Cauvery,2.12,12.0
2015-05-21,Palar,3.0,12.0
2015-05-21,Adyar,3.07,8.0
2015-05-21,Cooum,1.68,8.0
2015-05-21,Thamirabarani,1.83,12.0
2015-05-22,Cauvery,3.17,12.0
2015-05-22,Palar,1.94,12.0
2015-05-22,Adyar,2.0,8.0
2015-05-22,Cooum,2.32,8.0
2015-05-22,Thamirabarani,1.53,12.0
2015-05-23,Cauvery,2.03,12.0
2015-05-23,Palar,2.44,12.0
2015-05-23,Adyar,1.91,8.0
2015-05-23,Cooum,3.12,8.0
2015-05-23,Thamirabarani,2.09,12.0
2015-05-24,Cauvery,2.23,12.0
2015-05-24,Palar,2.11,12.0
2015-05-24,Adyar,1.9,8.0
2015-05-24,Cooum,2.93,8.0
2015-05-24,Thamirabarani,1.68,12.0
2015-05-25,Cauvery,2.39,12.0
2015-05-25,Palar,3.07,12.0
2015-05-25,Adyar,2.16,8.0
2015-05-25,Cooum,2.83,8.0
2015-05-25,Thamirabarani,1.51,12.0
2015-05-26,Cauvery,2.77,12.0
2015-05-26,Palar,3.09,12.0
2015-05-26,Adyar,2.09,8.0
2015-05-26,Cooum,2.39,8.0
2015-05-26,Thamirabarani,2.11,12.0
2015-05-27,Cauvery,3.16,12.0
2015-05-27,Palar,1.84,12.0
2015-05-27,Adyar,1.6,8.0
2015-05-27,Cooum,1.88,8.0
2015-05-27,Thamirabarani,1.75,12.0
2015-05-28,Cauvery,3.15,12.0
2015-05-28,Palar,2.67,12.0
2015-05-28,Adyar,2.7,8.0
2015-05-28,Cooum,3.02,8.0
2015-05-28,Thamirabarani,2.74,12.0
2015-05-29,Cauvery,2.11,12.0
2015-05-29,Palar,2.35,12.0
2015-05-29,Adyar,2.26,8.0
2015-05-29,Cooum,1.85,8.0
2015-05-29,Thamirabarani,2.56,12.0
2015-05-30,Cauvery,3.14,12.0
2015-05-30,Palar,2.58,12.0
2015-05-30,Adyar,1.83,8.0
2015-05-30,Cooum,2.88,8.0
2015-05-30,Thamirabarani,2.66,12.0
2015-05-31,Cauvery,3.2,12.0
2015-05-31,Palar,2.96,12.0
2015-05-31,Adyar,2.51,8.0
2015-05-31,Cooum,2.45,8.0
2015-05-31,Thamirabarani,2.72,12.0
2015-06-01,Cauvery,2.31,12.0
2015-06-01,Palar,2.29,12.0
2015-06-01,Adyar,2.26,8.0
2015-06-01,Cooum,2.32,8.0
2015-06-01,Thamirabarani,2.11,12.0
2015-06-02,Cauvery,1.58,12.0
2015-06-02,Palar,2.26,12.0
2015-06-02,Adyar,2.46,8.0
2015-06-02,Cooum,2.8,8.0
2015-06-02,Thamirabarani,1.89,12.0
2015-06-03,Cauvery,2.0,12.0
2015-06-03,Palar,1.84,12.0
2015-06-03,Adyar,1.96,8.0
2015-06-03,Cooum,3.18,8.0
2015-06-03,Thamirabarani,3.09,12.0
2015-06-04,Cauvery,2.57,12.0
2015-06-04,Palar,1.51,12.0
2015-06-04,Adyar,3.17,8.0
2015-06-04,Cooum,2.31,8.0
2015-06-04,Thamirabarani,2.26,12.0
2015-06-05,Cauvery,2.93,12.0
2015-06-05,Palar,2.77,12.0
2015-06-05,Adyar,2.45,8.0
2015-06-05,Cooum,2.44,8.0
2015-06-05,Thamirabarani,2.17,12.0
2015-06-06,Cauvery,2.36,12.0
2015-06-06,Palar,3.07,12.0
2015-06-06,Adyar,2.65,8.0
2015-06-06,Cooum,1.98,8.0
2015-06-06,Thamirabarani,2.69,12.0
2015-06-07,Cauvery,1.63,12.0
2015-06-07,Palar,2.73,12.0
2015-06-07,Adyar,2.48,8.0
2015-06-07,Cooum,2.82,8.0
2015-06-07,Thamirabarani,1.99,12.0
2015-06-08,Cauvery,1.69,12.0
2015-06-08,Palar,2.39,12.0
2015-06-08,Adyar,2.88,8.0
2015-06-08,Cooum,2.42,8.0
2015-06-08,Thamirabarani,2.59,12.0
2015-06-09,Cauvery,3.0,12.0
2015-06-09,Palar,2.17,12.0
2015-06-09,Adyar,1.55,8.0
2015-06-09,Cooum,3.14,8.0
2015-06-09,Thamirabarani,2.3,12.0
2015-06-10,Cauvery,2.16,12.0
2015-06-10,Palar,2.3,12.0
2015-06-10,Adyar,2.35,8.0
2015-06-10,Cooum,2.43,8.0
2015-06-10,Thamirabarani,1.74,12.0
2015-06-11,Cauvery,2.51,12.0
2015-06-11,Palar,2.35,12.0
2015-06-11,Adyar,1.89,8.0
2015-06-11,Cooum,2.43,8.0
2015-06-11,Thamirabarani,3.01,12.0
2015-06-12,Cauvery,2.4,12.0
2015-06-12,Palar,2.8,12.0
2015-06-12,Adyar,2.27,8.0
2015-06-12,Cooum,2.78,8.0
2015-06-12,Thamirabarani,1.94,12.0
2015-06-13,Cauvery,2.64,12.0
2015-06-13,Palar,2.68,12.0
2015-06-13,Adyar,3.02,8.0
2015-06-13,Cooum,2.72,8.0
2015-06-13,Thamirabarani,2.35,12.0
2015-06-14,Cauvery,2.4,12.0
2015-06-14,Palar,1.92,12.0
2015-06-14,Adyar,2.27,8.0
2015-06-14,Cooum,2.32,8.0
2015-06-14,Thamirabarani,3.16,12.0
2015-06-15,Cauvery,2.56,12.0
2015-06-15,Palar,2.87,12.0
2015-06-15,Adyar,2.61,8.0
2015-06-15,Cooum,2.26,8.0
2015-06-15,Thamirabarani,2.28,12.0
2015-06-16,Cauvery,3.19,12.0
2015-06-16,Palar,2.6,12.0
2015-06-16,Adyar,2.59,8.0
2015-06-16,Cooum,3.16,8.0
2015-06-16,Thamirabarani,2.69,12.0
2015-06-17,Cauvery,2.34,12.0
2015-06-17,Palar,2.45,12.0
2015-06-17,Adyar,1.6,8.0
2015-06-17,Cooum,2.85,8.0
2015-06-17,Thamirabarani,2.36,12.0
2015-06-18,Cauvery,1.84,12.0
2015-06-18,Palar,1.84,12.0
2015-06-18,Adyar,2.21,8.0
2015-06-18,Cooum,1.95,8.0
2015-06-18,Thamirabarani,2.5,12.0
2015-06-19,Cauvery,2.47,12.0
2015-06-19,Palar,2.0,12.0
2015-06-19,Adyar,1.55,8.0
2015-06-19,Cooum,2.78,8.0
2015-06-19,Thamirabarani,1.68,12.0
2015-06-20,Cauvery,1.64,12.0
2015-06-20,Palar,2.6,12.0
2015-06-20,Adyar,2.22,8.0
2015-06-20,Cooum,2.71,8.0
2015-06-20,Thamirabarani,2.26,12.0
2015-06-21,Cauvery,2.43,12.0
2015-06-21,Palar,3.12,12.0
2015-06-21,Adyar,1.58,8.0
2015-06-21,Cooum,1.7,8.0
2015-06-21,Thamirabarani,2.04,12.0
2015-06-22,Cauvery,2.74,12.0
2015-06-22,Palar,1.74,12.0
2015-06-22,Adyar,2.08,8.0
2015-06-22,Cooum,2.4,8.0
2015-06-22,Thamirabarani,3.01,12.0
2015-06-23,Cauvery,1.92,12.0
2015-06-23,Palar,3.02,12.0
2015-06-23,Adyar,2.1,8.0
2015-06-23,Cooum,2.25,8.0
2015-06-23,Thamirabarani,1.68,12.0
2015-06-24,Cauvery,2.28,12.0
2015-06-24,Palar,3.14,12.0
2015-06-24,Adyar,3.14,8.0
2015-06-24,Cooum,2.53,8.0
2015-06-24,Thamirabarani,2.16,12.0
2015-06-25,Cauvery,1.72,12.0
2015-06-25,Palar,2.15,12.0
2015-06-25,Adyar,1.75,8.0
2015-06-25,Cooum,2.12,8.0
2015-06-25,Thamirabarani,3.17,12.0
2015-06-26,Cauvery,2.17,12.0
2015-06-26,Palar,1.61,12.0
2015-06-26,Adyar,2.76,8.0
2015-06-26,Cooum,2.04,8.0
2015-06-26,Thamirabarani,2.65,12.0
2015-06-27,Cauvery,1.76,12.0
2015-06-27,Palar,2.72,12.0
2015-06-27,Adyar,1.67,8.0
2015-06-27,Cooum,1.68,8.0
2015-06-27,Thamirabarani,2.65,12.0
2015-06-28,Cauvery,2.71,12.0
2015-06-28,Palar,2.09,12.0
2015-06-28,Adyar,2.76,8.0
2015-06-28,Cooum,1.87,8.0
2015-06-28,Thamirabarani,3.03,12.0
2015-06-29,Cauvery,1.76,12.0
2015-06-29,Palar,2.82,12.0
2015-06-29,Adyar,2.72,8.0
2015-06-29,Cooum,2.28,8.0
2015-06-29,Thamirabarani,3.09,12.0
2015-06-30,Cauvery,2.21,12.0
2015-06-30,Palar,1.75,12.0
2015-06-30,Adyar,2.71,8.0
2015-06-30,Cooum,1.8,8.0
2015-06-30,Thamirabarani,3.16,12.0
2015-07-01,Cauvery,2.51,12.0
2015-07-01,Palar,2.98,12.0
2015-07-01,Adyar,2.43,8.0
2015-07-01,Cooum,3.16,8.0
2015-07-01,Thamirabarani,3.11,12.0
2015-07-02,Cauvery,1.8,12.0
2015-07-02,Palar,2.72,12.0
2015-07-02,Adyar,2.98,8.0
2015-07-02,Cooum,2.49,8.0
2015-07-02,Thamirabarani,2.91,12.0
2015-07-03,Cauvery,2.37,12.0
2015-07-03,Palar,2.25,12.0
2015-07-03,Adyar,2.26,8.0
2015-07-03,Cooum,2.42,8.0
2015-07-03,Thamirabarani,3.02,12.0
2015-07-04,Cauvery,2.04,12.0
2015-07-04,Palar,1.82,12.0
2015-07-04,Adyar,2.33,8.0
2015-07-04,Cooum,1.59,8.0
2015-07-04,Thamirabarani,3.12,12.0
2015-07-05,Cauvery,3.08,12.0
2015-07-05,Palar,2.17,12.0
2015-07-05,Adyar,1.54,8.0
2015-07-05,Cooum,2.0,8.0
2015-07-05,Thamirabarani,2.31,12.0
2015-07-06,Cauvery,3.03,12.0
2015-07-06,Palar,3.19,12.0
2015-07-06,Adyar,2.11,8.0
2015-07-06,Cooum,2.47,8.0
2015-07-06,Thamirabarani,2.67,12.0
2015-07-07,Cauvery,2.85,12.0
2015-07-07,Palar,1.68,12.0
2015-07-07,Adyar,2.71,8.0
2015-07-07,Cooum,3.04,8.0
2015-07-07,Thamirabarani,1.87,12.0
2015-07-08,Cauvery,2.18,12.0
2015-07-08,Palar,1.81,12.0
2015-07-08,Adyar,1.82,8.0
2015-07-08,Cooum,1.53,8.0
2015-07-08,Thamirabarani,2.73,12.0
2015-07-09,Cauvery,2.46,12.0
2015-07-09,Palar,1.71,12.0
2015-07-09,Adyar,1.71,8.0
2015-07-09,Cooum,2.18,8.0
2015-07-09,Thamirabarani,2.33,12.0
2015-07-10,Cauvery,3.03,12.0
2015-07-10,Palar,3.0,12.0
2015-07-10,Adyar,1.57,8.0
2015-07-10,Cooum,1.92,8.0
2015-07-10,Thamirabarani,1.84,12.0
2015-07-11,Cauvery,2.2,12.0
2015-07-11,Palar,2.41,12.0
2015-07-11,Adyar,1.9,8.0
2015-07-11,Cooum,2.86,8.0
2015-07-11,Thamirabarani,2.2,12.0
2015-07-12,Cauvery,3.16,12.0
2015-07-12,Palar,2.19,12.0
2015-07-12,Adyar,1.73,8.0
2015-07-12,Cooum,2.33,8.0
2015-07-12,Thamirabarani,2.37,12.0
2015-07-13,Cauvery,3.03,12.0
2015-07-13,Palar,2.48,12.0
2015-07-13,Adyar,3.18,8.0
2015-07-13,Cooum,3.19,8.0
2015-07-13,Thamirabarani,2.37,12.0
2015-07-14,Cauvery,1.98,12.0
2015-07-14,Palar,2.36,12.0
2015-07-14,Adyar,3.01,8.0
2015-07-14,Cooum,1.63,8.0
2015-07-14,Thamirabarani,1.99,12.0
2015-07-15,Cauvery,3.11,12.0
2015-07-15,Palar,2.71,12.0
2015-07-15,Adyar,1.89,8.0
2015-07-15,Cooum,2.15,8.0
2015-07-15,Thamirabarani,2.58,12.0
2015-07-16,Cauvery,2.22,12.0
2015-07-16,Palar,2.94,12.0
2015-07-16,Adyar,2.6,8.0
2015-07-16,Cooum,2.74,8.0
2015-07-16,Thamirabarani,3.04,12.0
2015-07-17,Cauvery,1.82,12.0
2015-07-17,Palar,2.77,12.0
2015-07-17,Adyar,3.15,8.0
2015-07-17,Cooum,1.84,8.0
2015-07-17,Thamirabarani,2.57,12.0
2015-07-18,Cauvery,2.5,12.0
2015-07-18,Palar,2.99,12.0
2015-07-18,Adyar,2.74,8.0
2015-07-18,Cooum,2.77,8.0
2015-07-18,Thamirabarani,3.16,12.0
2015-07-19,Cauvery,1.76,12.0
2015-07-19,Palar,2.35,12.0
2015-07-19,Adyar,1.8,8.0
2015-07-19,Cooum,1.83,8.0
2015-07-19,Thamirabarani,2.23,12.0
2015-07-20,Cauvery,2.75,12.0
2015-07-20,Palar,1.72,12.0
2015-07-20,Adyar,1.5,8.0
2015-07-20,Cooum,2.5,8.0
2015-07-20,Thamirabarani,3.03,12.0
2015-07-21,Cauvery,2.1,12.0
2015-07-21,Palar,1.58,12.0
2015-07-21,Adyar,2.12,8.0
2015-07-21,Cooum,2.74,8.0
2015-07-21,Thamirabarani,2.44,12.0
2015-07-22,Cauvery,3.11,12.0
2015-07-22,Palar,2.33,12.0
2015-07-22,Adyar,1.96,8.0
2015-07-22,Cooum,3.06,8.0
2015-07-22,Thamirabarani,2.51,12.0
2015-07-23,Cauvery,1.84,12.0
2015-07-23,Palar,2.8,12.0
2015-07-23,Adyar,2.21,8.0
2015-07-23,Cooum,2.95,8.0
2015-07-23,Thamirabarani,2.33,12.0
2015-07-24,Cauvery,3.0,12.0
2015-07-24,Palar,3.13,12.0
2015-07-24,Adyar,2.26,8.0
2015-07-24,Cooum,1.99,8.0
2015-07-24,Thamirabarani,1.61,12.0
2015-07-25,Cauvery,1.57,12.0
2015-07-25,Palar,1.78,12.0
2015-07-25,Adyar,2.51,8.0
2015-07-25,Cooum,3.15,8.0
2015-07-25,Thamirabarani,1.63,12.0
2015-07-26,Cauvery,1.99,12.0
2015-07-26,Palar,2.51,12.0
2015-07-26,Adyar,1.98,8.0
2015-07-26,Cooum,1.94,8.0
2015-07-26,Thamirabarani,3.01,12.0
2015-07-27,Cauvery,2.11,12.0
2015-07-27,Palar,2.82,12.0
2015-07-27,Adyar,2.84,8.0
2015-07-27,Cooum,2.1,8.0
2015-07-27,Thamirabarani,2.26,12.0
2015-07-28,Cauvery,3.05,12.0
2015-07-28,Palar,3.16,12.0
2015-07-28,Adyar,1.78,8.0
2015-07-28,Cooum,1.59,8.0
2015-07-28,Thamirabarani,1.85,12.0
2015-07-29,Cauvery,2.35,12.0
2015-07-29,Palar,2.96,12.0
2015-07-29,Adyar,2.34,8.0
2015-07-29,Cooum,1.91,8.0
2015-07-29,Thamirabarani,2.43,12.0
2015-07-30,Cauvery,2.87,12.0
2015-07-30,Palar,3.03,12.0
2015-07-30,Adyar,2.14,8.0
2015-07-30,Cooum,1.94,8.0
2015-07-30,Thamirabarani,2.47,12.0
2015-07-31,Cauvery,2.24,12.0
2015-07-31,Palar,2.92,12.0
2015-07-31,Adyar,1.95,8.0
2015-07-31,Cooum,2.52,8.0
2015-07-31,Thamirabarani,1.97,12.0
2015-08-01,Cauvery,2.45,12.0
2015-08-01,Palar,1.58,12.0
2015-08-01,Adyar,1.98,8.0
2015-08-01,Cooum,2.05,8.0
2015-08-01,Thamirabarani,1.82,12.0
2015-08-02,Cauvery,3.07,12.0
2015-08-02,Palar,2.92,12.0
2015-08-02,Adyar,1.9,8.0
2015-08-02,Cooum,2.35,8.0
2015-08-02,Thamirabarani,2.36,12.0
2015-08-03,Cauvery,2.65,12.0
2015-08-03,Palar,1.52,12.0
2015-08-03,Adyar,2.38,8.0
2015-08-03,Cooum,1.66,8.0
2015-08-03,Thamirabarani,2.46,12.0
2015-08-04,Cauvery,2.19,12.0
2015-08-04,Palar,3.17,12.0
2015-08-04,Adyar,1.93,8.0
2015-08-04,Cooum,2.42,8.0
2015-08-04,Thamirabarani,3.07,12.0
2015-08-05,Cauvery,2.96,12.0
2015-08-05,Palar,2.74,12.0
2015-08-05,Adyar,2.31,8.0
2015-08-05,Cooum,1.96,8.0
2015-08-05,Thamirabarani,3.14,12.0
2015-08-06,Cauvery,1.53,12.0
2015-08-06,Palar,2.58,12.0
2015-08-06,Adyar,2.66,8.0
2015-08-06,Cooum,1.9,8.0
2015-08-06,Thamirabarani,2.96,12.0
2015-08-07,Cauvery,1.92,12.0
2015-08-07,Palar,2.28,12.0
2015-08-07,Adyar,2.31,8.0
2015-08-07,Cooum,2.68,8.0
2015-08-07,Thamirabarani,1.86,12.0
2015-08-08,Cauvery,2.85,12.0
2015-08-08,Palar,1.8,12.0
2015-08-08,Adyar,2.58,8.0
2015-08-08,Cooum,1.8,8.0
2015-08-08,Thamirabarani,1.86,12.0
2015-08-09,Cauvery,1.74,12.0
2015-08-09,Palar,2.47,12.0
2015-08-09,Adyar,2.46,8.0
2015-08-09,Cooum,1.99,8.0
2015-08-09,Thamirabarani,2.51,12.0
2015-08-10,Cauvery,2.27,12.0
2015-08-10,Palar,1.61,12.0
2015-08-10,Adyar,1.92,8.0
2015-08-10,Cooum,2.74,8.0
2015-08-10,Thamirabarani,1.56,12.0
2015-08-11,Cauvery,2.89,12.0
2015-08-11,Palar,3.1,12.0
2015-08-11,Adyar,1.74,8.0
2015-08-11,Cooum,1.54,8.0
2015-08-11,Thamirabarani,1.71,12.0
2015-08-12,Cauvery,1.51,12.0
2015-08-12,Palar,1.67,12.0
2015-08-12,Adyar,3.19,8.0
2015-08-12,Cooum,2.4,8.0
2015-08-12,Thamirabarani,2.32,12.0
2015-08-13,Cauvery,2.4,12.0
2015-08-13,Palar,2.87,12.0
2015-08-13,Adyar,3.06,8.0
2015-08-13,Cooum,3.11,8.0
2015-08-13,Thamirabarani,1.86,12.0
2015-08-14,Cauvery,2.33,12.0
2015-08-14,Palar,2.2,12.0
2015-08-14,Adyar,2.91,8.0
